,treino,previsto
gamma1,[0.6356198271421528],[0.6355385184288025]
gamma2,[0.3012944565249175],[0.30125734210014343]
gamma3,[0.30925941853405303],[0.3093096911907196]
gamma4,[0.49610056652766343],[0.4960765540599823]
JIX,[0.1406568462737463],[0.14027856290340424]
JIY,[0.2644659911575571],[0.26429232954978943]
JIZ,[0.634007719766547],[0.633743166923523]
JXI,[-0.44541829110731035],[-0.4452840983867645]
JYI,[0.30371993601715563],[0.30390873551368713]
JZI,[0.7816219111185623],[0.781464159488678]
JXX,[0.8176570464277362],[0.8174580931663513]
JXY,[-0.626974881004831],[-0.6268942952156067]
JXZ,[0.30345421888232527],[0.3034519851207733]
JYX,[0.23423455571393448],[0.23412154614925385]
JYY,[0.00678767742209474],[0.006802368443459272]
JYZ,[0.9323959303949194],[0.9319948554039001]
JZX,[0.05653244973667082],[0.056403934955596924]
JZY,[-0.10949180599742303],[-0.10943447053432465]
JZZ,[0.8871223132747139],[0.8869709372520447]
