,treino,previsto
gamma1,[0.1692370701348863],[0.16931425034999847]
gamma2,[0.3602371232890349],[0.36010274291038513]
gamma3,[0.44091632364843825],[0.44066789746284485]
gamma4,[0.2288147816548517],[0.228862926363945]
JIX,[0.23428295333990445],[0.23436079919338226]
JIY,[0.7802771064051002],[0.7804016470909119]
JIZ,[-0.0870255604078809],[-0.08665281534194946]
JXI,[0.42280951861583915],[0.4222526252269745]
JYI,[0.8739626067564656],[0.8732226490974426]
JZI,[0.041119655381228304],[0.04105944186449051]
JXX,[0.46768034181955564],[0.4674755036830902]
JXY,[0.45606486545824554],[0.4559091627597809]
JXZ,[0.7163732339305475],[0.7158930897712708]
JYX,[-0.9264151318174876],[-0.9263342618942261]
JYY,[-0.661415621972901],[-0.6610416769981384]
JYZ,[0.9939517430031608],[0.9933142066001892]
JZX,[0.4936040808612847],[0.4930518865585327]
JZY,[-0.47800393580086764],[-0.4779360592365265]
JZZ,[0.48488572323438395],[0.48482707142829895]
