,treino,previsto
gamma1,[0.951939128259082],[0.8361456990242004]
gamma2,[0.8467770172755084],[0.7412396669387817]
gamma3,[0.37265643819973215],[0.39664486050605774]
gamma4,[0.8090952493694098],[0.8143301010131836]
JIX,[-0.5926591051578969],[-0.8314390182495117]
JIY,[-0.814613156303337],[-0.7702610492706299]
JIZ,[0.3189600046665215],[0.2867754399776459]
JXI,[0.17225884362757293],[0.10106255114078522]
JYI,[0.26881842145966495],[0.3457862138748169]
JZI,[-0.29030610911584054],[0.40427786111831665]
JXX,[-0.0974703196240907],[-0.07383786141872406]
JXY,[0.7767386580946491],[0.32674917578697205]
JXZ,[0.635838140646408],[0.39781641960144043]
JYX,[-0.4705454932396085],[-0.2875021696090698]
JYY,[-0.4543397669530467],[-0.39933961629867554]
JYZ,[-0.8514402725273611],[-0.7930898666381836]
JZX,[0.4630963972794697],[0.19004453718662262]
JZY,[-0.9179128262695495],[-0.7021593451499939]
JZZ,[0.3581159954508317],[0.32379084825515747]
