,treino,previsto
gamma1,[0.42889121166998756],[0.4561464190483093]
gamma2,[0.5341966954839735],[0.4531170129776001]
gamma3,[0.6309486332578008],[0.5802103281021118]
gamma4,[0.6325186435673117],[0.5954893231391907]
JIX,[-0.8193202914613009],[-0.6532495021820068]
JIY,[0.9012671291268881],[0.9529098868370056]
JIZ,[-0.7000578940080291],[-0.45360681414604187]
JXI,[0.47874074135255906],[0.5553172826766968]
JYI,[0.6824847918698727],[0.7915961742401123]
JZI,[0.49427390372409374],[0.2970467507839203]
JXX,[-0.39612480866150146],[-0.0577470101416111]
JXY,[-0.2967521262767605],[-0.4408160448074341]
JXZ,[0.44372522715230645],[0.5277674198150635]
JYX,[0.9312928150076802],[1.1440529823303223]
JYY,[0.32525553512517136],[0.4946378171443939]
JYZ,[0.08116241373627942],[-0.03557755425572395]
JZX,[-0.22419764841343515],[-0.0725477784872055]
JZY,[-0.1885205012822757],[0.0020260773599147797]
JZZ,[0.4381917707973002],[0.8493709564208984]
