,treino,previsto
gamma1,[0.5277693445209781],[0.5258911848068237]
gamma2,[0.9678965934609308],[0.9620882868766785]
gamma3,[0.9345193264078987],[0.9306260943412781]
gamma4,[0.09292144624864485],[0.0938253253698349]
JXX,[0.16746097114721215],[0.16700677573680878]
JXY,[0.8943990439534582],[0.8898942470550537]
JXZ,[-0.9356372202874645],[-0.932449460029602]
JYX,[-0.8621126594669188],[-0.8557083010673523]
JYY,[-0.35983168136833243],[-0.3580501079559326]
JYZ,[0.6501840361127005],[0.6462320685386658]
JZX,[0.6862991754840158],[0.6830519437789917]
JZY,[-0.729217640330404],[-0.7286401987075806]
JZZ,[0.8390800400871314],[0.8364613652229309]
JIX,[0.7765361529049761],[0.772402286529541]
JIY,[-0.20001120805797412],[-0.20019866526126862]
JIZ,[0.17724036554846423],[0.1774229258298874]
JXI,[0.7195733470855228],[0.7179644703865051]
JYI,[-0.5429215932707987],[-0.5389407873153687]
JZI,[0.03143456804703959],[0.02963952347636223]
