,treino,previsto
gamma1,[0.4335270462955384],[0.3631952702999115]
gamma2,[0.8554088477491049],[0.8091703653335571]
gamma3,[0.9372801278909322],[0.8202947378158569]
gamma4,[0.5687076940748169],[0.3125895857810974]
JIX,[-0.4403690528540243],[-0.2808951139450073]
JIY,[0.0042808872494692896],[0.07547523826360703]
JIZ,[0.12829563294553736],[0.21993546187877655]
JXI,[-0.07807628366854513],[0.23026999831199646]
JYI,[0.1734731208329543],[0.2680265009403229]
JZI,[-0.02553243332706523],[-0.11926200985908508]
JXX,[0.03579855711022262],[0.1920567899942398]
JXY,[-0.5955356590317753],[-0.46317651867866516]
JXZ,[-0.7792109396740667],[-0.471929132938385]
JYX,[-0.4897951571405561],[-0.3667946755886078]
JYY,[0.559631598803906],[0.4425000250339508]
JYZ,[-0.9491812971888518],[-0.8898128867149353]
JZX,[-0.2956259316551795],[-0.1796445995569229]
JZY,[-0.15528266879590258],[-0.1126129999756813]
JZZ,[0.10612110780233319],[-0.1693001091480255]
