,treino,previsto
gamma1,[0.7698919366101026],[0.76689213514328]
gamma2,[0.36651497477003436],[0.3649836778640747]
gamma3,[0.4716822638085333],[0.4709962010383606]
gamma4,[0.3260282668383443],[0.32544586062431335]
JXX,[0.1623042650091293],[-0.5684590339660645]
JXY,[-0.6104910089317266],[-0.5498968958854675]
JXZ,[0.9305022141222223],[-0.42239755392074585]
JYX,[0.8479528033535886],[0.3818713426589966]
JYY,[-0.06572264360605207],[-0.5738524198532104]
JYZ,[0.3269412890601211],[0.9347591400146484]
JZX,[-0.5709540605240639],[-0.8615109324455261]
JZY,[-0.5566075009475187],[-0.6103415489196777]
JZZ,[-0.4229551332374877],[-0.8173437714576721]
JIX,,[0.1598672717809677]
JIY,,[-0.6068736910820007]
JIZ,,[0.9284312725067139]
JXI,,[0.8437919616699219]
JYI,,[-0.06430976837873459]
JZI,,[0.32246777415275574]
