,treino,previsto
gamma1,[0.465937574267109],[0.4656426012516022]
gamma2,[0.4306967863428379],[0.43073025345802307]
gamma3,[0.005389255905331569],[0.005388988647609949]
gamma4,[0.5624015709181892],[0.5620306134223938]
JXX,[0.5424739695589225],[0.5405732989311218]
JXY,[0.8158004931533465],[0.814851701259613]
JXZ,[0.16443652246127072],[0.16418132185935974]
JYX,[0.3624441530787714],[0.36103618144989014]
JYY,[0.07276205494110943],[0.07354845851659775]
JYZ,[0.692585565702907],[0.6927101612091064]
JZX,[-0.5508338991250497],[-0.5482648015022278]
JZY,[0.36813535669462083],[0.36775675415992737]
JZZ,[0.2025907571809149],[0.20211131870746613]
JIX,[-0.6008225872917998],[-0.6016343235969543]
JIY,[0.23010520368993959],[0.23144742846488953]
JIZ,[-0.7857793521751026],[-0.7851269841194153]
JXI,[0.8103557816972058],[0.8111443519592285]
JYI,[-0.6158465411883403],[-0.6150781512260437]
JZI,[-0.07755771611098128],[-0.0797736719250679]
