,treino,previsto
gamma1,[0.12640920672312728],[0.12654586136341095]
gamma2,[0.009410839419584538],[0.009475153870880604]
gamma3,[0.7306841520443098],[0.7303425669670105]
gamma4,[0.8428419545513766],[0.8424471616744995]
JXX,[-0.7995292644989436],[-0.7992037534713745]
JXY,[0.01785411432893702],[0.017570914700627327]
JXZ,[0.686145857826806],[0.6845011115074158]
JYX,[0.04559862152587302],[0.04625070095062256]
JYY,[0.8894015102484911],[0.8887343406677246]
JYZ,[0.7636002670045339],[0.7625967264175415]
JZX,[-0.25807865558248366],[-0.25825193524360657]
JZY,[-0.9985078045366769],[-0.9975968599319458]
JZZ,[0.5105343726506062],[0.5097746253013611]
JIX,[-0.8451564322933918],[-0.8450682759284973]
JIY,[-0.5727664210700234],[-0.572129487991333]
JIZ,[-0.39374332579442917],[-0.39223912358283997]
JXI,[0.8004273658662282],[0.7995576858520508]
JYI,[-0.00749501549718401],[-0.008381935767829418]
JZI,[0.4404811417840462],[0.4403756856918335]
