,treino,previsto
gamma1,[0.5692400158763194],[0.5692389607429504]
gamma2,[0.20163093417246258],[0.20171783864498138]
gamma3,[0.0707877197891501],[0.07083355635404587]
gamma4,[0.2025520288489131],[0.20253826677799225]
JXX,[-0.42127010845085855],[-0.42135220766067505]
JXY,[-0.7034804136306108],[-0.7029285430908203]
JXZ,[-0.47784285086888345],[-0.47778305411338806]
JYX,[-0.479125612797342],[-0.47933414578437805]
JYY,[-0.34526597011077853],[-0.3450861871242523]
JYZ,[-0.4641783113105735],[-0.46479758620262146]
JZX,[-0.7847121242687085],[-0.7839163541793823]
JZY,[-0.3490005150854374],[-0.3484500050544739]
JZZ,[-0.37786985899715697],[-0.3783140480518341]
JIX,[0.3542516536005407],[0.35363006591796875]
JIY,[0.5698227121742216],[0.5691626071929932]
JIZ,[0.04093231440616307],[0.04135550186038017]
JXI,[0.022983404986520295],[0.022889040410518646]
JYI,[-0.21293067414807032],[-0.21307507157325745]
JZI,[0.993633874195798],[0.992851197719574]
