,treino,previsto
gamma1,[0.5142391923392725],[0.5150941014289856]
gamma2,[0.12719542493136293],[0.13535134494304657]
gamma3,[0.822504261347236],[0.8292253017425537]
gamma4,[0.4384186353936572],[0.44474175572395325]
JIX,[0.7194568903837308],[0.7145821452140808]
JIY,[0.03055965702624408],[0.03777395188808441]
JIZ,[-0.7727784317840369],[-0.8034073710441589]
JXI,[-0.7587698727847505],[-0.7638157606124878]
JYI,[-0.3817575397810242],[-0.38191983103752136]
JZI,[0.7508252688674453],[0.7723489999771118]
JXX,[0.8672964754196031],[0.8687503933906555]
JXY,[-0.2971753162130415],[-0.2898395359516144]
JXZ,[-0.11667111811504105],[-0.10049419105052948]
JYX,[-0.08656606787375187],[-0.09181556105613708]
JYY,[0.848272819486878],[0.8412838578224182]
JYZ,[-0.10800306244401559],[-0.11368005722761154]
JZX,[-0.37329493047038453],[-0.37950995564460754]
JZY,[0.005433166393849609],[-0.014105668291449547]
JZZ,[-0.993975301245287],[-0.998963475227356]
