,treino,previsto
gamma1,[0.6084021478742864],[0.6120783090591431]
gamma2,[0.014432392962091867],[-0.006909933872520924]
gamma3,[0.2758368539391567],[0.22812344133853912]
gamma4,[0.14671032194011457],[0.16335751116275787]
JIX,[-0.48198301656905285],[-0.4726320803165436]
JIY,[0.37051598592907387],[0.3362763822078705]
JIZ,[0.36816383603222147],[0.4233663082122803]
JXI,[0.6986723227798604],[0.6565237045288086]
JYI,[-0.6285516522525292],[-0.5668531060218811]
JZI,[-0.5388827820690638],[-0.4913443922996521]
JXX,[-0.7056801636631644],[-0.6263745427131653]
JXY,[-0.5496741288757747],[-0.4906872808933258]
JXZ,[0.4680472044255459],[0.5440858602523804]
JYX,[-0.7395739544804862],[-0.7324677109718323]
JYY,[0.06262950369403653],[0.07057693600654602]
JYZ,[-0.5721849390165186],[-0.49315348267555237]
JZX,[-0.41068649247327493],[-0.35761699080467224]
JZY,[-0.13683934321557478],[-0.24352100491523743]
JZZ,[0.6753130210065963],[0.7318845987319946]
