,treino,previsto
gamma1,[0.603190610968185],[0.6014133095741272]
gamma2,[0.3816059859191179],[0.36956319212913513]
gamma3,[0.28361821790671515],[0.2901105582714081]
gamma4,[0.674964847134956],[0.6795096397399902]
JIX,[0.142805189379827],[0.16090402007102966]
JIY,[-0.14222189064977075],[-0.1560114175081253]
JIZ,[0.15618260226894076],[0.1640183925628662]
JXI,[-0.5878035357209965],[-0.578831672668457]
JYI,[0.6266425027146401],[0.6400863528251648]
JZI,[0.647177745066891],[0.6885173916816711]
JXX,[0.30694506780235153],[0.29805752635002136]
JXY,[-0.6795408869623607],[-0.6963816285133362]
JXZ,[0.04133871927984911],[0.042778462171554565]
JYX,[-0.3444543767558137],[-0.3597635328769684]
JYY,[-0.5000066466271993],[-0.4949076175689697]
JYZ,[0.9056338182918233],[0.8978738188743591]
JZX,[0.9931139850789104],[0.9958145022392273]
JZY,[-0.9108872350991339],[-0.9564889669418335]
JZZ,[0.720322074572582],[0.7020468711853027]
