,treino,previsto
gamma1,[0.951939128259082],[0.8785372972488403]
gamma2,[0.8467770172755084],[0.7801335453987122]
gamma3,[0.37265643819973215],[0.39801016449928284]
gamma4,[0.8090952493694098],[0.8320460319519043]
JIX,[-0.5926591051578969],[-0.8069784045219421]
JIY,[-0.814613156303337],[-0.7940147519111633]
JIZ,[0.3189600046665215],[0.2685288190841675]
JXI,[0.17225884362757293],[0.11759429425001144]
JYI,[0.26881842145966495],[0.3375914990901947]
JZI,[-0.29030610911584054],[0.2881997525691986]
JXX,[-0.0974703196240907],[-0.07361804693937302]
JXY,[0.7767386580946491],[0.429372102022171]
JXZ,[0.635838140646408],[0.45073947310447693]
JYX,[-0.4705454932396085],[-0.33375686407089233]
JYY,[-0.4543397669530467],[-0.412489116191864]
JYZ,[-0.8514402725273611],[-0.8250764608383179]
JZX,[0.4630963972794697],[0.23589029908180237]
JZY,[-0.9179128262695495],[-0.7471769452095032]
JZZ,[0.3581159954508317],[0.3303130865097046]
