,treino,previsto
gamma1,[0.7905476817951573],[0.7085145711898804]
gamma2,[0.1667763675050825],[0.2083911895751953]
gamma3,[0.30614199209589266],[0.22305400669574738]
gamma4,[0.6286784916754126],[0.5425469875335693]
JIX,[-0.3843864905324452],[-0.3230714201927185]
JIY,[0.15591575435007843],[0.34827831387519836]
JIZ,[-0.4687639291636485],[-0.38241255283355713]
JXI,[0.6157921028659785],[0.4478616416454315]
JYI,[-0.0655655579974792],[-0.18269596993923187]
JZI,[-0.3349603865251771],[-0.1499902606010437]
JXX,[0.7935051924165137],[0.6931726932525635]
JXY,[0.5848239797390551],[0.4380337595939636]
JXZ,[0.7192273898749051],[0.6427302956581116]
JYX,[0.33162747111383184],[0.15498051047325134]
JYY,[-0.6290803677731216],[-0.6692463755607605]
JYZ,[-0.22014295985639176],[-0.2567121386528015]
JZX,[-0.5211412662436052],[-0.5208949446678162]
JZY,[0.5862575754447799],[0.7069671750068665]
JZZ,[-0.9816317794849116],[-0.7290215492248535]
