,treino,previsto
gamma1,[0.1692370701348863],[0.17168991267681122]
gamma2,[0.3602371232890349],[0.362998902797699]
gamma3,[0.44091632364843825],[0.4167158305644989]
gamma4,[0.2288147816548517],[0.2201901078224182]
JIX,[0.23428295333990445],[0.13082604110240936]
JIY,[0.7802771064051002],[0.7095709443092346]
JIZ,[-0.0870255604078809],[-0.1351867914199829]
JXI,[0.42280951861583915],[0.4531923830509186]
JYI,[0.8739626067564656],[0.8519992232322693]
JZI,[0.041119655381228304],[0.17505504190921783]
JXX,[0.46768034181955564],[0.43857041001319885]
JXY,[0.45606486545824554],[0.47184085845947266]
JXZ,[0.7163732339305475],[0.7289247512817383]
JYX,[-0.9264151318174876],[-0.9568655490875244]
JYY,[-0.661415621972901],[-0.6334717869758606]
JYZ,[0.9939517430031608],[0.967011034488678]
JZX,[0.4936040808612847],[0.47893497347831726]
JZY,[-0.47800393580086764],[-0.5609427094459534]
JZZ,[0.48488572323438395],[0.6390056610107422]
