,treino,previsto
gamma1,[0.11559376141555855],[0.1155577152967453]
gamma2,[0.5168944758821384],[0.5169658660888672]
gamma3,[0.9581608361848446],[0.9576272964477539]
gamma4,[0.7391495693118509],[0.7387931942939758]
JXX,[-0.8164267732816153],[-0.8163825869560242]
JXY,[0.5154739618114095],[0.5157352685928345]
JXZ,[-0.6973994850161125],[-0.6976702213287354]
JYX,[0.41312937860744503],[0.4130316376686096]
JYY,[0.44889865699678344],[0.4490293264389038]
JYZ,[0.5318855645166582],[0.5318584442138672]
JZX,[-0.11724448997139492],[-0.11687728017568588]
JZY,[0.7315447884951349],[0.731476902961731]
JZZ,[0.9758178984400172],[0.9756671190261841]
JIX,[0.42468597565383703],[0.4246688783168793]
JIY,[0.6795994726237466],[0.6793413162231445]
JIZ,[-0.6348162260909651],[-0.6343222856521606]
JXI,[0.9965652550359014],[0.9971043467521667]
JYI,[-0.6118090425525051],[-0.6118878722190857]
JZI,[0.34177346053199664],[0.3418067693710327]
