,treino,previsto
gamma1,[0.9963436915955056],[0.7267799973487854]
gamma2,[0.0931113892655685],[0.05361548438668251]
gamma3,[0.02036645837312856],[0.003877251874655485]
gamma4,[0.9398019156431335],[0.9311981797218323]
JIX,[-0.9754435052040491],[-0.8962631821632385]
JIY,[-0.7752022778395284],[-0.7171448469161987]
JIZ,[-0.21432527689851488],[-0.0927019864320755]
JXI,[0.3677285469065339],[0.4310432970523834]
JYI,[-0.7226181335707385],[-0.6476283073425293]
JZI,[-0.7751128742812254],[-0.7902170419692993]
JXX,[-0.5363952858520995],[-0.34275463223457336]
JXY,[0.5151849707900231],[0.6110519170761108]
JXZ,[-0.7051975580794432],[-0.4164213538169861]
JYX,[0.4813103978800122],[0.42388099431991577]
JYY,[0.3243333110305264],[0.3679314851760864]
JYZ,[-0.7268429513101398],[-0.6775928139686584]
JZX,[0.07132349509557745],[0.010583797469735146]
JZY,[-0.10449814012543279],[-0.2493523508310318]
JZZ,[-0.17485983364389868],[-0.2282332181930542]
