,treino,previsto
gamma1,[0.35803267961629326],[0.3584424555301666]
gamma2,[0.260402331953273],[0.2606861889362335]
gamma3,[0.8042812841588886],[0.793035089969635]
gamma4,[0.6316639223416798],[0.6205872297286987]
JXX,[0.4681187282893935],[0.45684558153152466]
JXY,[0.3169000364801515],[0.31294742226600647]
JXZ,[-0.39402405222328984],[-0.38842013478279114]
JYX,[0.36846625615391093],[0.3660709261894226]
JYY,[-0.2066527099339721],[-0.2064627856016159]
JYZ,[0.5550331757802247],[0.5500304102897644]
JZX,[-0.7632008602691229],[-0.7551140189170837]
JZY,[-0.5534677673755009],[-0.5520549416542053]
JZZ,[0.8029261725493977],[0.7968601584434509]
JIX,[-0.7863429245966886],[-0.7763618230819702]
JIY,[0.40517104797371095],[0.39542335271835327]
JIZ,[0.30408404062855077],[0.2930764853954315]
JXI,[0.8807047791322358],[0.8820236325263977]
JYI,[-0.4577695468793537],[-0.4630499482154846]
JZI,[-0.48844897313392166],[-0.48959866166114807]
