,treino,previsto
gamma1,[0.6084021478742864],[0.6082868576049805]
gamma2,[0.014432392962091867],[0.014261902309954166]
gamma3,[0.2758368539391567],[0.27569594979286194]
gamma4,[0.14671032194011457],[0.1465415507555008]
JXX,[-0.7056801636631644],[-0.7052764892578125]
JXY,[-0.5496741288757747],[-0.5494982600212097]
JXZ,[0.4680472044255459],[0.46771958470344543]
JYX,[-0.7395739544804862],[-0.7395103573799133]
JYY,[0.06262950369403653],[0.06224478781223297]
JYZ,[-0.5721849390165186],[-0.5718116164207458]
JZX,[-0.41068649247327493],[-0.41057851910591125]
JZY,[-0.13683934321557478],[-0.13669238984584808]
JZZ,[0.6753130210065963],[0.6750956773757935]
JIX,[-0.48198301656905285],[-0.48155727982521057]
JIY,[0.37051598592907387],[0.3705948293209076]
JIZ,[0.36816383603222147],[0.3676929175853729]
JXI,[0.6986723227798604],[0.6983744502067566]
JYI,[-0.6285516522525292],[-0.6280747056007385]
JZI,[-0.5388827820690638],[-0.5386842489242554]
