,treino,previsto
gamma1,[0.597688556395288],[0.5973711013793945]
gamma2,[0.5421165774770644],[0.5416545271873474]
gamma3,[0.5157541356479434],[0.5153605341911316]
gamma4,[0.9307106913239862],[0.9307289123535156]
JXX,[-0.10699918374312611],[-0.10677964240312576]
JXY,[0.1547744383110674],[0.15434175729751587]
JXZ,[-0.23580587094563144],[-0.2355078011751175]
JYX,[0.8238095190865289],[0.8234915733337402]
JYY,[0.7571137578606488],[0.7571250796318054]
JYZ,[0.44747802913247137],[0.44746530055999756]
JZX,[-0.8879859075596246],[-0.887839674949646]
JZY,[0.9795089930244083],[0.9791520833969116]
JZZ,[0.09779775817461123],[0.09787711501121521]
JIX,[0.8272859451097823],[0.8269241452217102]
JIY,[-0.7250439608255377],[-0.7239599823951721]
JIZ,[0.11214027252682701],[0.1118568405508995]
JXI,[-0.033955024334235695],[-0.03379432484507561]
JYI,[0.9179608298470616],[0.9178745746612549]
JZI,[-0.23922049672899326],[-0.23927564918994904]
