,treino,previsto
gamma1,[0.9274756314280604],[0.9275450706481934]
gamma2,[0.8289200487784194],[0.8077326416969299]
gamma3,[0.8066523467023234],[0.7559725642204285]
gamma4,[0.8004478385429662],[0.8934543132781982]
JIX,[-0.527903820525131],[-0.4333743453025818]
JIY,[-0.7936679315385684],[-0.8332231044769287]
JIZ,[-0.20788351477863798],[-0.35090479254722595]
JXI,[-0.6900554583951795],[-0.793830394744873]
JYI,[-0.8669698086408202],[-0.8516481518745422]
JZI,[-0.19681797102985032],[-0.09389586001634598]
JXX,[0.8359100861754378],[0.6475245356559753]
JXY,[0.600904702991617],[0.4718053936958313]
JXZ,[0.5303252050108769],[0.47406667470932007]
JYX,[-0.5561436486193647],[-0.4007829427719116]
JYY,[0.07336001634962708],[-0.10583511739969254]
JYZ,[-0.44663471311709957],[-0.5737987160682678]
JZX,[-0.6546709414292622],[-0.7138473391532898]
JZY,[-0.7876334151369397],[-0.7601854205131531]
JZZ,[-0.571199134842167],[-0.7377057671546936]
