,treino,previsto
gamma1,[0.4038939304443483],[0.40381577610969543]
gamma2,[0.9838452116221412],[0.9835564494132996]
gamma3,[0.8525733211181529],[0.8524874448776245]
gamma4,[0.02834460540810857],[0.028527826070785522]
JIX,[-0.512964474581326],[-0.512961745262146]
JIY,[0.004417979006311912],[0.004535801708698273]
JIZ,[-0.6761249714183881],[-0.6756811738014221]
JXI,[0.6424444316865625],[0.6420748829841614]
JYI,[-0.5372009749323281],[-0.5370028614997864]
JZI,[0.10465728127714469],[0.1051996648311615]
JXX,[0.8527148495207293],[0.8525882363319397]
JXY,[-0.20524249153897567],[-0.20520637929439545]
JXZ,[0.9357357839289453],[0.9352613687515259]
JYX,[0.46294383251575466],[0.4627678394317627]
JYY,[0.09623021667461118],[0.0962003692984581]
JYZ,[0.2578467628719523],[0.25763243436813354]
JZX,[0.17212874681714885],[0.17214436829090118]
JZY,[-0.27955778856918556],[-0.27952900528907776]
JZZ,[0.9934358936204937],[0.9935271143913269]
