,treino,previsto
gamma1,[0.2356150800222051],[0.23562407493591309]
gamma2,[0.17464896550344733],[0.17466795444488525]
gamma3,[0.4244121561757058],[0.4243910312652588]
gamma4,[0.9777111756227775],[0.9776902794837952]
JXX,[-0.9317073426318694],[-0.9315553307533264]
JXY,[-0.7054176645697114],[-0.7054221034049988]
JXZ,[0.3028950750933861],[0.3029712736606598]
JYX,[0.5443779477967157],[0.5442823171615601]
JYY,[-0.6226038497325039],[-0.6224411129951477]
JYZ,[0.3931749682300858],[0.39317208528518677]
JZX,[-0.24234069920584478],[-0.24238942563533783]
JZY,[0.09185539200009729],[0.09177617728710175]
JZZ,[0.6680002796644271],[0.6680195927619934]
JIX,[0.6289562908956208],[0.6289570331573486]
JIY,[-0.8079541131822325],[-0.8077788949012756]
JIZ,[0.8487886289478179],[0.8484649658203125]
JXI,[0.46084424662008483],[0.4609763026237488]
JYI,[-0.4853199609607668],[-0.48518046736717224]
JZI,[-0.14503240733877742],[-0.1450490653514862]
