,treino,previsto
gamma1,[0.22323896460701453],[0.25886520743370056]
gamma2,[0.6274332224055893],[0.6022776961326599]
gamma3,[0.9477089424570057],[0.8715582489967346]
gamma4,[0.5771029486174987],[0.5455275774002075]
JIX,[-0.35233447033367526],[-0.20293106138706207]
JIY,[-0.6983016521509962],[-0.6231083273887634]
JIZ,[0.3018689460797075],[0.13300764560699463]
JXI,[-0.8551274266649145],[-0.8659306764602661]
JYI,[0.0717640086133784],[-0.10142175853252411]
JZI,[-0.2686221661748289],[-0.20596738159656525]
JXX,[-0.8840021504505864],[-0.6984214186668396]
JXY,[0.014871466378840514],[0.09672310948371887]
JXZ,[-0.9250086831160302],[-0.82490074634552]
JYX,[-0.13270863267522826],[-0.08530919253826141]
JYY,[-0.8602891528507621],[-0.6619709134101868]
JYZ,[-0.8185739733122699],[-0.8483088612556458]
JZX,[-0.15096162171497207],[-0.10110989212989807]
JZY,[0.6537042493440761],[0.582656741142273]
JZZ,[-0.7523960777007088],[-0.5361614227294922]
