,treino,previsto
gamma1,[0.92965859608353],[0.9295116066932678]
gamma2,[0.5569854761423373],[0.5569807291030884]
gamma3,[0.3846514573686475],[0.3845781683921814]
gamma4,[0.030345543681900566],[0.03021134063601494]
JXX,[-0.1588688834408547],[-0.15884815156459808]
JXY,[-0.5381276295407358],[-0.5380991101264954]
JXZ,[-0.2506249305871704],[-0.2506740689277649]
JYX,[-0.8646050641334451],[-0.8644842505455017]
JYY,[0.2864398249304285],[0.2863638997077942]
JYZ,[0.985193901863664],[0.9850404262542725]
JZX,[-0.5855663564444096],[-0.5855580568313599]
JZY,[0.5180930729616604],[0.5181463956832886]
JZZ,[-0.5781795821423887],[-0.5783110857009888]
JIX,[0.9318383760498881],[0.9319276809692383]
JIY,[0.11951182799780913],[0.11967946588993073]
JIZ,[-0.05265622357871269],[-0.05266836658120155]
JXI,[0.046558950858430315],[0.04664841294288635]
JYI,[0.5353201261569036],[0.5352089405059814]
JZI,[0.9772120554889443],[0.9772314429283142]
