,treino,previsto
gamma1,[0.4494007558523254],[0.3880692720413208]
gamma2,[0.20865257233244294],[0.1429782658815384]
gamma3,[0.316903983245593],[0.26836690306663513]
gamma4,[0.9086358448961127],[0.6769251227378845]
JIX,[0.8112793523490414],[0.4732498824596405]
JIY,[0.3725083140534051],[0.3074318468570709]
JIZ,[0.5330185127252884],[0.6653920412063599]
JXI,[0.8092324756265472],[0.6509476900100708]
JYI,[-0.4803451050220462],[-0.43027612566947937]
JZI,[0.2714517392119784],[0.010585404932498932]
JXX,[0.8098913893329576],[0.857357919216156]
JXY,[0.7442607481394212],[0.6802214980125427]
JXZ,[0.14588133849844365],[0.06277041882276535]
JYX,[-0.6612438257488602],[-0.6371027231216431]
JYY,[-0.17695387591808664],[-0.2229052037000656]
JYZ,[0.9876760255546593],[0.9324602484703064]
JZX,[-0.7935044001776401],[-0.8438302278518677]
JZY,[-0.36172170230142053],[-0.14510037004947662]
JZZ,[0.9000782159070004],[0.7323461174964905]
