,treino,previsto
gamma1,[0.7863044343329872],[0.7851983308792114]
gamma2,[0.9717550117964577],[0.9701574444770813]
gamma3,[0.028791618843824085],[0.02879217639565468]
gamma4,[0.9378945220576308],[0.9356949925422668]
JXX,[0.5288222950287738],[0.5278956890106201]
JXY,[-0.9165274392042873],[-0.915126621723175]
JXZ,[0.36678988670422896],[0.3653773367404938]
JYX,[0.005474927598498214],[0.005271493457257748]
JYY,[0.2708874110817623],[0.2700393497943878]
JYZ,[0.9074652976162696],[0.9060652256011963]
JZX,[0.9735150597652436],[0.9733374118804932]
JZY,[-0.18171866659490643],[-0.1798032820224762]
JZZ,[0.6882869035295207],[0.689037024974823]
JIX,[0.49458253244656714],[0.49383705854415894]
JIY,[-0.5944947353081806],[-0.593355119228363]
JIZ,[-0.5896826918056928],[-0.5906670093536377]
JXI,[0.2015142521860358],[0.20211558043956757]
JYI,[-0.8864854257125787],[-0.8850036859512329]
JZI,[0.5526572011585595],[0.5506770610809326]
