,treino,previsto
gamma1,[0.6084021478742864],[0.6082705855369568]
gamma2,[0.014432392962091867],[0.014487667009234428]
gamma3,[0.2758368539391567],[0.27574312686920166]
gamma4,[0.14671032194011457],[0.14668211340904236]
JXX,[-0.7056801636631644],[-0.7054641246795654]
JXY,[-0.5496741288757747],[-0.5494192838668823]
JXZ,[0.4680472044255459],[0.4680486023426056]
JYX,[-0.7395739544804862],[-0.7395433187484741]
JYY,[0.06262950369403653],[0.062055401504039764]
JYZ,[-0.5721849390165186],[-0.5720188021659851]
JZX,[-0.41068649247327493],[-0.4107082784175873]
JZY,[-0.13683934321557478],[-0.1368378847837448]
JZZ,[0.6753130210065963],[0.675014078617096]
JIX,[-0.48198301656905285],[-0.48195594549179077]
JIY,[0.37051598592907387],[0.37078872323036194]
JIZ,[0.36816383603222147],[0.367835134267807]
JXI,[0.6986723227798604],[0.6983415484428406]
JYI,[-0.6285516522525292],[-0.6276583671569824]
JZI,[-0.5388827820690638],[-0.538977324962616]
