,treino,previsto
gamma1,[0.8620792033230213],[0.8616630434989929]
gamma2,[0.6417943230689989],[0.6416767239570618]
gamma3,[0.6336250886311446],[0.6339623928070068]
gamma4,[0.164948954154845],[0.16517475247383118]
JXX,[0.34522097948514796],[0.34563618898391724]
JXY,[0.6176103665600245],[0.6167160272598267]
JXZ,[0.14054965261621977],[0.14025792479515076]
JYX,[-0.057005328552494294],[-0.05616087093949318]
JYY,[0.6766620402066199],[0.6771740913391113]
JYZ,[0.9918981802172229],[0.9913198947906494]
JZX,[0.14516441029200244],[0.1455945521593094]
JZY,[0.2620772322779299],[0.26239389181137085]
JZZ,[-0.8756951236202168],[-0.8751113414764404]
JIX,[-0.1579107714267074],[-0.15768320858478546]
JIY,[0.12982945963868775],[0.13012054562568665]
JIZ,[0.1162808953521044],[0.1161830797791481]
JXI,[0.17770025530371414],[0.1776123046875]
JYI,[0.6015631527261587],[0.6012598872184753]
JZI,[0.9337535631262239],[0.9330475926399231]
