,treino,previsto
gamma1,[0.4606660816810936],[0.479407399892807]
gamma2,[0.961985163786831],[0.9535822868347168]
gamma3,[0.17655246550171377],[0.1740502119064331]
gamma4,[0.6047448911757226],[0.6000615358352661]
JIX,[-0.08278658122587723],[-0.0692451074719429]
JIY,[0.75573580747802],[0.7594438791275024]
JIZ,[-0.936307039182035],[-0.9713103771209717]
JXI,[-0.43514770769241484],[-0.47120043635368347]
JYI,[0.9235823398396055],[0.9515525102615356]
JZI,[0.32863746890923196],[0.36280667781829834]
JXX,[-0.7432552611528482],[-0.7135365605354309]
JXY,[-0.3032215345335192],[-0.30837684869766235]
JXZ,[0.7594986370688406],[0.760033905506134]
JYX,[-0.11847555907257856],[-0.12309650331735611]
JYY,[-0.9427359472588261],[-0.9338396191596985]
JYZ,[0.7923633416986142],[0.8094285130500793]
JZX,[-0.7402518531783084],[-0.7539868950843811]
JZY,[0.2825321585235483],[0.2593560218811035]
JZZ,[0.23915971379161394],[0.1971561461687088]
