,treino,previsto
gamma1,[0.9815468966212771],[0.9744229912757874]
gamma2,[0.3455478009306905],[0.3786575496196747]
gamma3,[0.8061012059125073],[0.7835502028465271]
gamma4,[0.8892640936621313],[0.6786937117576599]
JIX,[-0.3425989589338041],[-0.5321444272994995]
JIY,[0.966427833152556],[0.8763823509216309]
JIZ,[0.918495070954692],[0.2843503952026367]
JXI,[0.8366488800851453],[1.2063772678375244]
JYI,[0.5798112643432451],[0.6479669809341431]
JZI,[0.7501332473545428],[0.3310864567756653]
JXX,[-0.9991944506389123],[-1.135252594947815]
JXY,[0.253978106028669],[0.5006310343742371]
JXZ,[-0.5047147084859811],[-0.13628104329109192]
JYX,[0.4608889170341932],[0.30716758966445923]
JYY,[-0.13522108846137315],[-0.22299803793430328]
JYZ,[0.12017633420358953],[0.4264312982559204]
JZX,[0.08555013057215533],[-0.326200932264328]
JZY,[0.1523239673353709],[-0.09025295078754425]
JZZ,[0.6546823157371506],[0.13792744278907776]
