,treino,previsto
gamma1,[0.46137519071410127],[0.46030372381210327]
gamma2,[0.7856333408759735],[0.7845762968063354]
gamma3,[0.5584469387242702],[0.5567787885665894]
gamma4,[0.974261266946173],[0.971632182598114]
JXX,[-0.16795724132015688],[-0.1676977574825287]
JXY,[0.7918128551580439],[0.7911819815635681]
JXZ,[-0.40060849944206534],[-0.40008342266082764]
JYX,[0.36267120144248377],[0.3611370921134949]
JYY,[-0.8468727980494843],[-0.8447173237800598]
JYZ,[0.7208768750809686],[0.7191361784934998]
JZX,[-0.0646316912873881],[-0.06242131441831589]
JZY,[-0.9926550802113958],[-0.9886821508407593]
JZZ,[-0.7094524862747427],[-0.7064480185508728]
JIX,[-0.837818670752231],[-0.8351284265518188]
JIY,[0.2136055782918591],[0.21294589340686798]
JIZ,[0.9954557010352247],[0.990416944026947]
JXI,[-0.7188265123325341],[-0.7171295285224915]
JYI,[0.704572082529658],[0.7023088335990906]
JZI,[-0.7008545123478973],[-0.6979454755783081]
