,treino,previsto
gamma1,[0.7976834640931965],[0.7986747622489929]
gamma2,[0.6715515831338204],[0.6721535921096802]
gamma3,[0.04510972210455566],[0.045656491070985794]
gamma4,[0.4658771443546851],[0.4656616151332855]
JXX,[0.9040597871742617],[0.9014208912849426]
JXY,[-0.14288133986122675],[-0.13996827602386475]
JXZ,[0.6680513959234107],[0.6690373420715332]
JYX,[0.9200527003028165],[0.9229117035865784]
JYY,[-0.9591939086411334],[-0.9585474133491516]
JYZ,[-0.9739188441020281],[-0.9728501439094543]
JZX,[-0.12798590426185763],[-0.12806078791618347]
JZY,[0.9198433596040032],[0.9177320599555969]
JZZ,[-0.09101376905350467],[-0.0874309167265892]
JIX,[0.09360310707326613],[0.0931074470281601]
JIY,[-0.751762199047689],[-0.7495172619819641]
JIZ,[-0.439812774919055],[-0.4420584738254547]
JXI,[-0.13859556840738407],[-0.13658452033996582]
JYI,[-0.9662104295599947],[-0.9684093594551086]
JZI,[-0.0036095623537208965],[-0.008081145584583282]
