,treino,previsto
gamma1,[0.1692370701348863],[0.17448624968528748]
gamma2,[0.3602371232890349],[0.361063152551651]
gamma3,[0.44091632364843825],[0.3849083185195923]
gamma4,[0.2288147816548517],[0.2007111757993698]
JIX,[0.23428295333990445],[-0.002797048771753907]
JIY,[0.7802771064051002],[0.6044276356697083]
JIZ,[-0.0870255604078809],[-0.15536515414714813]
JXI,[0.42280951861583915],[0.4987231194972992]
JYI,[0.8739626067564656],[0.8210235238075256]
JZI,[0.041119655381228304],[0.36376404762268066]
JXX,[0.46768034181955564],[0.39508354663848877]
JXY,[0.45606486545824554],[0.471255898475647]
JXZ,[0.7163732339305475],[0.7395066022872925]
JYX,[-0.9264151318174876],[-0.9997708797454834]
JYY,[-0.661415621972901],[-0.5840908885002136]
JYZ,[0.9939517430031608],[0.9294305443763733]
JZX,[0.4936040808612847],[0.44089674949645996]
JZY,[-0.47800393580086764],[-0.6766117215156555]
JZZ,[0.48488572323438395],[0.8426715135574341]
