,treino,previsto
gamma1,[0.8419027314789557],[0.9377622008323669]
gamma2,[0.5995547289462685],[0.6270170211791992]
gamma3,[0.9174626648558603],[0.9007532000541687]
gamma4,[0.9721691074362717],[0.8498882055282593]
JIX,[0.07816312921162116],[0.2518359124660492]
JIY,[-0.42160711272055895],[-0.43721944093704224]
JIZ,[-0.9399261828977459],[-0.9686930179595947]
JXI,[0.3072715077855237],[0.19906246662139893]
JYI,[-0.5799826089005378],[-0.4711385667324066]
JZI,[-0.48544605004078156],[-0.5121824741363525]
JXX,[-0.20560347473354512],[-0.273082971572876]
JXY,[0.2831563075493455],[0.23080015182495117]
JXZ,[0.9776224208074429],[0.8707224726676941]
JYX,[-0.07693397987474992],[-0.05109739303588867]
JYY,[0.9869700152033374],[1.0351678133010864]
JYZ,[0.9851439883172557],[1.1875028610229492]
JZX,[-0.5146489288531135],[-0.417023241519928]
JZY,[-0.8547097742573173],[-0.8714599609375]
JZZ,[-0.680197955540764],[-0.7048608660697937]
