,treino,previsto
gamma1,[0.041880336369846005],[0.04182347655296326]
gamma2,[0.9821934207987782],[0.9697704315185547]
gamma3,[0.9647577811255668],[0.9589197635650635]
gamma4,[0.6539225335338404],[0.650804877281189]
JXX,[-0.6306793122902468],[-0.6225930452346802]
JXY,[0.023817278083611004],[0.021757565438747406]
JXZ,[0.25976544043360383],[0.25226718187332153]
JYX,[0.5859537450399053],[0.5832594633102417]
JYY,[-0.8117530875415631],[-0.8049170970916748]
JYZ,[-0.393197474750949],[-0.3882167935371399]
JZX,[-0.8186589250163212],[-0.815510094165802]
JZY,[0.6192890687343551],[0.6147304773330688]
JZZ,[0.38687696508247815],[0.3872278034687042]
JIX,[-0.09524089298036276],[-0.09528761357069016]
JIY,[0.11954477216099191],[0.11912845820188522]
JIZ,[0.8484211680474587],[0.8425202965736389]
JXI,[-0.06869985980045334],[-0.07125113159418106]
JYI,[0.01568254612454223],[0.01783278025686741]
JZI,[0.1747696576997939],[0.1797941029071808]
