,treino,previsto
gamma1,[0.4335270462955384],[0.4334474205970764]
gamma2,[0.8554088477491049],[0.8553844690322876]
gamma3,[0.9372801278909322],[0.9372195601463318]
gamma4,[0.5687076940748169],[0.5685982704162598]
JIX,[-0.4403690528540243],[-0.4406660199165344]
JIY,[0.0042808872494692896],[0.0042820158414542675]
JIZ,[0.12829563294553736],[0.12821105122566223]
JXI,[-0.07807628366854513],[-0.0765264704823494]
JYI,[0.1734731208329543],[0.17327816784381866]
JZI,[-0.02553243332706523],[-0.024343103170394897]
JXX,[0.03579855711022262],[0.03578207641839981]
JXY,[-0.5955356590317753],[-0.594966471195221]
JXZ,[-0.7792109396740667],[-0.777895450592041]
JYX,[-0.4897951571405561],[-0.48987719416618347]
JYY,[0.559631598803906],[0.5596181154251099]
JYZ,[-0.9491812971888518],[-0.9491109251976013]
JZX,[-0.2956259316551795],[-0.2954541742801666]
JZY,[-0.15528266879590258],[-0.1553826630115509]
JZZ,[0.10612110780233319],[0.10695820301771164]
