,treino,previsto
gamma1,[0.8133552610220813],[0.8113663792610168]
gamma2,[0.5073148980567306],[0.5058692097663879]
gamma3,[0.8356936602931708],[0.8359163999557495]
gamma4,[0.1828740263841231],[0.18297937512397766]
JXX,[0.11578945815114117],[0.11490459740161896]
JXY,[0.22266613301352445],[0.22078746557235718]
JXZ,[-0.7090570694820459],[-0.7081566452980042]
JYX,[0.2613011697101677],[0.2623904049396515]
JYY,[0.0012395531300626317],[0.0005316639435477555]
JYZ,[0.7022376698246666],[0.7012127637863159]
JZX,[-0.9432975078310775],[-0.9423131346702576]
JZY,[0.9143518581561754],[0.9132500886917114]
JZZ,[-0.6546403051549412],[-0.6543611884117126]
JIX,[0.598230738233454],[0.5980703234672546]
JIY,[-0.34818771187492725],[-0.34746208786964417]
JIZ,[-0.5190129698346531],[-0.518134593963623]
JXI,[0.6451117387363627],[0.6442683339118958]
JYI,[-0.7698749260257931],[-0.7692421078681946]
JZI,[-0.047526449664778925],[-0.04648268595337868]
