,treino,previsto
gamma1,[0.7976834640931965],[0.7944066524505615]
gamma2,[0.6715515831338204],[0.6682984828948975]
gamma3,[0.04510972210455566],[0.044969506561756134]
gamma4,[0.4658771443546851],[0.4638703763484955]
JIX,[0.09360310707326613],[0.09330951422452927]
JIY,[-0.751762199047689],[-0.7516534328460693]
JIZ,[-0.439812774919055],[-0.4366263449192047]
JXI,[-0.13859556840738407],[-0.13831406831741333]
JYI,[-0.9662104295599947],[-0.9619101285934448]
JZI,[-0.0036095623537208965],[-0.0076078507117927074]
JXX,[0.9040597871742617],[0.900366485118866]
JXY,[-0.14288133986122675],[-0.1419171839952469]
JXZ,[0.6680513959234107],[0.6644584536552429]
JYX,[0.9200527003028165],[0.915552020072937]
JYY,[-0.9591939086411334],[-0.9553475975990295]
JYZ,[-0.9739188441020281],[-0.9693611264228821]
JZX,[-0.12798590426185763],[-0.12846243381500244]
JZY,[0.9198433596040032],[0.9180510640144348]
JZZ,[-0.09101376905350467],[-0.08831309527158737]
