,treino,previsto
gamma1,[0.7212885992572478],[0.7212492823600769]
gamma2,[0.08366591038506865],[0.08365250378847122]
gamma3,[0.679464779137179],[0.6795001029968262]
gamma4,[0.005343265292397037],[0.005375064443796873]
JXX,[0.40822888780668243],[0.4083547294139862]
JXY,[0.6079899762951007],[0.6080765128135681]
JXZ,[0.6062115991790376],[0.6059492230415344]
JYX,[-0.5972657695612691],[-0.597281813621521]
JYY,[0.6388346370785187],[0.6389411091804504]
JYZ,[0.30593781135973064],[0.30612409114837646]
JZX,[-0.7051380860833518],[-0.7050507664680481]
JZY,[0.7226628276219034],[0.7225443720817566]
JZZ,[-0.11992738845557072],[-0.11994542926549911]
JIX,[-0.047683475541308695],[-0.04750455543398857]
JIY,[0.2604381086377703],[0.26037585735321045]
JIZ,[-0.19207806086305412],[-0.19206038117408752]
JXI,[0.8400480253526539],[0.8398893475532532]
JYI,[-0.9662967591954601],[-0.9659054279327393]
JZI,[0.9752211014725047],[0.9752292037010193]
