,treino,previsto
gamma1,[0.9562050372570121],[0.9562272429466248]
gamma2,[0.25350600496212594],[0.25351476669311523]
gamma3,[0.8935407039073096],[0.8935521245002747]
gamma4,[0.8076368242952832],[0.8076066970825195]
JXX,[-0.48228923621984343],[-0.4823320806026459]
JXY,[0.2699918482069683],[0.2699868381023407]
JXZ,[-0.97974325274531],[-0.9796846508979797]
JYX,[-0.39591259040070836],[-0.3959057033061981]
JYY,[-0.32987329860456205],[-0.32994917035102844]
JYZ,[-0.7160989649343319],[-0.7161074876785278]
JZX,[0.4868285000638355],[0.48684537410736084]
JZY,[-0.3797834959301094],[-0.37975335121154785]
JZZ,[0.5784839871578018],[0.5783884525299072]
JIX,[-0.2769544501718497],[-0.2769276797771454]
JIY,[-0.039038668797412024],[-0.03897572308778763]
JIZ,[-0.16609474678867042],[-0.1661670058965683]
JXI,[-0.10648149243215355],[-0.10641694813966751]
JYI,[-0.1809685401002077],[-0.18101118505001068]
JZI,[0.31541165278854155],[0.3153213560581207]
