,treino,previsto
gamma1,[0.22199627351205975],[0.2478220909833908]
gamma2,[0.8090248481419567],[0.7571027874946594]
gamma3,[0.44702127627294486],[0.39389052987098694]
gamma4,[0.7724015287710279],[0.7487582564353943]
JIX,[-0.8531466903953369],[-0.8141332864761353]
JIY,[0.1887238582724753],[0.23693163692951202]
JIZ,[0.9788939235548184],[1.1542989015579224]
JXI,[-0.31203169079243565],[-0.5109541416168213]
JYI,[0.08794858485146739],[0.018457720056176186]
JZI,[-0.25131913562220887],[-0.25513601303100586]
JXX,[0.47920496341231167],[0.3237513303756714]
JXY,[0.37092763164172804],[0.2086699903011322]
JXZ,[0.1974549908787],[0.00814784038811922]
JYX,[0.9521627573684557],[0.9915732741355896]
JYY,[0.40583116852207146],[0.13399693369865417]
JYZ,[-0.314340722076323],[-0.32789346575737]
JZX,[-0.24010228897073405],[-0.12156318873167038]
JZY,[0.2672760341622098],[0.2655286192893982]
JZZ,[0.3840317846476238],[0.3950609266757965]
