,treino,previsto
gamma1,[0.7680181487450805],[0.7676247358322144]
gamma2,[0.20386952877685705],[0.2039661854505539]
gamma3,[0.17846076295399127],[0.1786884218454361]
gamma4,[0.18859491417448548],[0.18864856660366058]
JXX,[0.6000409142668555],[0.5997565388679504]
JXY,[0.0658028292851427],[0.06564460694789886]
JXZ,[-0.8396925816429961],[-0.839655339717865]
JYX,[-0.08810823763286568],[-0.08798298984766006]
JYY,[-0.9042249670801166],[-0.9035579562187195]
JYZ,[0.865924800150101],[0.8659749627113342]
JZX,[0.8941560120058878],[0.8942578434944153]
JZY,[-0.3292984481199799],[-0.3291483521461487]
JZZ,[-0.38118814171993165],[-0.38137832283973694]
JIX,[-0.7086614897917394],[-0.7076615691184998]
JIY,[-0.0901459909719573],[-0.09027650207281113]
JIZ,[0.5415676113180443],[0.5416127443313599]
JXI,[0.4110264538680559],[0.410713791847229]
JYI,[0.4639179460665115],[0.463860422372818]
JZI,[-0.1329711302091925],[-0.13325925171375275]
