,treino,previsto
gamma1,[0.9009141618624731],[0.9010608792304993]
gamma2,[0.22983153776309395],[0.22930654883384705]
gamma3,[0.44584221367087673],[0.4457145929336548]
gamma4,[0.16676022890484743],[0.16714143753051758]
JXX,[-0.6216283712709287],[-0.6213269233703613]
JXY,[-0.3820884662461579],[-0.38254794478416443]
JXZ,[0.6372988369628543],[0.6361130475997925]
JYX,[-0.8907656012382117],[-0.8888667225837708]
JYY,[-0.692922154771433],[-0.6932757496833801]
JYZ,[-0.397379389990171],[-0.3968013525009155]
JZX,[0.6231667131509544],[0.6227596402168274]
JZY,[-0.04911682328475431],[-0.05061183124780655]
JZZ,[0.25230496685491355],[0.25114405155181885]
JIX,[-0.007687660399174678],[-0.00773538276553154]
JIY,[0.7135280737268923],[0.7127318382263184]
JIZ,[-0.8226115535480942],[-0.8228234648704529]
JXI,[-0.24315592595339663],[-0.2437889724969864]
JYI,[-0.901677355883151],[-0.9002405405044556]
JZI,[0.29958585220893297],[0.2983764708042145]
