,treino,previsto
gamma1,[0.8987383567957395],[0.8329377174377441]
gamma2,[0.5675682084836022],[0.5516920685768127]
gamma3,[0.230046952051981],[0.22625970840454102]
gamma4,[0.523269597544914],[0.49596932530403137]
JIX,[-0.2963074883442347],[-0.4797001779079437]
JIY,[-0.13962750801980395],[-0.14736510813236237]
JIZ,[-0.0926582728208516],[-0.2101328819990158]
JXI,[-0.31306051824349357],[-0.3495451509952545]
JYI,[0.024888729848817848],[-0.023360110819339752]
JZI,[-0.21516919708905635],[0.06961595267057419]
JXX,[-0.9181825549143148],[-0.9144694805145264]
JXY,[-0.16293478520770655],[-0.1615051031112671]
JXZ,[-0.9526802754794608],[-0.9359323382377625]
JYX,[-0.7950883060600384],[-0.7638424634933472]
JYY,[-0.47238671865091586],[-0.5277588367462158]
JYZ,[0.9311461864746311],[0.862444281578064]
JZX,[-0.036894444765783074],[-0.2338569015264511]
JZY,[0.09337554885649313],[0.21251213550567627]
JZZ,[0.8348075571017148],[0.7883632183074951]
