,treino,previsto
gamma1,[0.9963436915955056],[0.9956334233283997]
gamma2,[0.0931113892655685],[0.09297550469636917]
gamma3,[0.02036645837312856],[0.020383320748806]
gamma4,[0.9398019156431335],[0.9399993419647217]
JIX,[-0.9754435052040491],[-0.9744228720664978]
JIY,[-0.7752022778395284],[-0.7750900387763977]
JIZ,[-0.21432527689851488],[-0.21359500288963318]
JXI,[0.3677285469065339],[0.3680618107318878]
JYI,[-0.7226181335707385],[-0.7221365571022034]
JZI,[-0.7751128742812254],[-0.7750926613807678]
JXX,[-0.5363952858520995],[-0.5366132855415344]
JXY,[0.5151849707900231],[0.514456033706665]
JXZ,[-0.7051975580794432],[-0.704395055770874]
JYX,[0.4813103978800122],[0.4812055826187134]
JYY,[0.3243333110305264],[0.3243623673915863]
JYZ,[-0.7268429513101398],[-0.7269419431686401]
JZX,[0.07132349509557745],[0.07166333496570587]
JZY,[-0.10449814012543279],[-0.10477543622255325]
JZZ,[-0.17485983364389868],[-0.17473377287387848]
