,treino,previsto
gamma1,[0.6697331158548405],[0.6653869152069092]
gamma2,[0.968985475592904],[0.9622138738632202]
gamma3,[0.8927731180625529],[0.8898407220840454]
gamma4,[0.9074960881017821],[0.9061170816421509]
JXX,[0.3597921523702974],[0.3580070734024048]
JXY,[-0.9788509022210652],[-0.9750539660453796]
JXZ,[0.6566237432499853],[0.6505775451660156]
JYX,[-0.24347586207152738],[-0.24206694960594177]
JYY,[0.6131158903393255],[0.6087009906768799]
JYZ,[0.07210550155686524],[0.07105182111263275]
JZX,[0.5225812965223957],[0.5199692845344543]
JZY,[0.45724655065782316],[0.4560548961162567]
JZZ,[-0.32218083756748106],[-0.33245083689689636]
JIX,[-0.5516290503053471],[-0.5517781972885132]
JIY,[0.8652805931946954],[0.8641580939292908]
JIZ,[0.8914872178362601],[0.8818896412849426]
JXI,[-0.9544828513835384],[-0.9514822363853455]
JYI,[0.6938338920461884],[0.6939764618873596]
JZI,[0.42874637280803074],[0.42270568013191223]
