,treino,previsto
gamma1,[0.5449414806032167],[0.5371811985969543]
gamma2,[0.2204406220406967],[0.250577837228775]
gamma3,[0.5892656838759087],[0.5237355828285217]
gamma4,[0.8094304566778266],[0.7002653479576111]
JIX,[0.2788535969157675],[0.34040409326553345]
JIY,[-0.9499784895546661],[-0.8937644362449646]
JIZ,[-0.4499413632617615],[-0.49527299404144287]
JXI,[-0.5535785237023545],[-0.7019585371017456]
JYI,[0.4729424283280248],[0.35519734025001526]
JZI,[0.3533989748458226],[0.38967442512512207]
JXX,[0.7843591354096908],[0.7924386262893677]
JXY,[-0.8261223347411677],[-0.8600184917449951]
JXZ,[-0.15615636062945915],[-0.22594739496707916]
JYX,[-0.9404055611238593],[-0.7514897584915161]
JYY,[-0.5627240503927933],[-0.47681477665901184]
JYZ,[0.010710576206724776],[-0.04222862422466278]
JZX,[-0.9469280606322728],[-0.9708972573280334]
JZY,[-0.602324698626703],[-0.6684345602989197]
JZZ,[0.2997688755590464],[0.3446502685546875]
