,treino,previsto
gamma1,[0.46137519071410127],[0.4448830783367157]
gamma2,[0.7856333408759735],[0.7908467054367065]
gamma3,[0.5584469387242702],[0.5458142161369324]
gamma4,[0.974261266946173],[0.9878424406051636]
JIX,[-0.837818670752231],[-0.7814707159996033]
JIY,[0.2136055782918591],[0.16456319391727448]
JIZ,[0.9954557010352247],[0.9245951175689697]
JXI,[-0.7188265123325341],[-0.7403314709663391]
JYI,[0.704572082529658],[0.7160887718200684]
JZI,[-0.7008545123478973],[-0.7162589430809021]
JXX,[-0.16795724132015688],[-0.2372666895389557]
JXY,[0.7918128551580439],[0.793717086315155]
JXZ,[-0.40060849944206534],[-0.4261355400085449]
JYX,[0.36267120144248377],[0.36212772130966187]
JYY,[-0.8468727980494843],[-0.8810844421386719]
JYZ,[0.7208768750809686],[0.729056179523468]
JZX,[-0.0646316912873881],[-0.012045001611113548]
JZY,[-0.9926550802113958],[-0.9951118230819702]
JZZ,[-0.7094524862747427],[-0.74046790599823]
