,treino,previsto
gamma1,[0.22860972534891622],[0.2070474773645401]
gamma2,[0.8578370973942192],[0.8005519509315491]
gamma3,[0.8745326053736207],[0.7761656045913696]
gamma4,[0.7976159923774808],[0.7939567565917969]
JIX,[0.9304842831042459],[1.1725807189941406]
JIY,[-0.9766906124157178],[-0.8085590600967407]
JIZ,[0.4719832395937509],[-0.10242343693971634]
JXI,[-0.6839745504705037],[-0.2823731601238251]
JYI,[0.9726789033256467],[0.7331358194351196]
JZI,[-0.9662386915840475],[-1.0875009298324585]
JXX,[0.7589825362693423],[0.417881041765213]
JXY,[0.3627013288028291],[0.2937541902065277]
JXZ,[0.7146847649630497],[1.178092122077942]
JYX,[0.9996324683322388],[1.0230252742767334]
JYY,[-0.5205696356724228],[-0.29333576560020447]
JYZ,[-0.3238444854866003],[-0.5112130641937256]
JZX,[0.41638866597025537],[0.4166909456253052]
JZY,[-0.4388366283137255],[-0.27011510729789734]
JZZ,[-0.4733714857050786],[-0.6597299575805664]
