,treino,previsto
gamma1,[0.11290250837191795],[0.10366494208574295]
gamma2,[0.5283496285730391],[0.48022589087486267]
gamma3,[0.8586548576898659],[0.9328482151031494]
gamma4,[0.7976692295510386],[0.8159228563308716]
JIX,[-0.170512001382642],[-0.4040148854255676]
JIY,[-0.424599654760373],[-0.5681149959564209]
JIZ,[0.6894246819607532],[1.8364733457565308]
JXI,[-0.11245795401256231],[-0.5709407925605774]
JYI,[0.05745311741676429],[0.003896665060892701]
JZI,[0.10251839349884273],[0.1392584890127182]
JXX,[-0.3221938636021444],[-0.12971140444278717]
JXY,[0.2789912288854657],[0.3995399475097656]
JXZ,[0.8000753853551041],[0.35438597202301025]
JYX,[-0.8560194986251837],[-1.0533913373947144]
JYY,[0.12183085780051806],[0.3797568082809448]
JYZ,[-0.4719160020823525],[-0.5804320573806763]
JZX,[0.31134434749686246],[0.16708748042583466]
JZY,[0.24676066182700374],[0.26860782504081726]
JZZ,[-0.9085213503711735],[-0.9372522830963135]
