,treino,previsto
gamma1,[0.22329304317795007],[0.23166906833648682]
gamma2,[0.6127976930466994],[0.6458470821380615]
gamma3,[0.5280491597094294],[0.5070235133171082]
gamma4,[0.14082943228357703],[0.11285194009542465]
JIX,[0.2789473894406407],[0.2847808599472046]
JIY,[-0.14195803173618882],[-0.16823291778564453]
JIZ,[0.44859764131257807],[0.5528955459594727]
JXI,[-0.8675370608806985],[-0.9054532051086426]
JYI,[0.39572582339265283],[0.3678261637687683]
JZI,[-0.25013652378796336],[-0.15515117347240448]
JXX,[0.2160727927839059],[0.17153124511241913]
JXY,[-0.6598174185959966],[-0.6388996243476868]
JXZ,[-0.31086587417068134],[-0.2924129366874695]
JYX,[-0.4660733683391636],[-0.5011723637580872]
JYY,[-0.34104270306109696],[-0.3547741174697876]
JYZ,[0.4531936542370709],[0.4201921820640564]
JZX,[-0.05389867737286291],[-0.045353032648563385]
JZY,[0.9255837762933885],[0.8778243660926819]
JZZ,[0.16568282843738324],[0.2766294777393341]
