,treino,previsto
gamma1,[0.42217723868822266],[0.42240726947784424]
gamma2,[0.752277576156766],[0.7522609829902649]
gamma3,[0.8673128365846117],[0.8671066164970398]
gamma4,[0.5133662267065129],[0.5133540034294128]
JXX,[-0.49062788968221094],[-0.4892285168170929]
JXY,[-0.28781508340846984],[-0.2878701388835907]
JXZ,[-0.6434039479658533],[-0.6440902948379517]
JYX,[0.6293799732194609],[0.6290279626846313]
JYY,[-0.4119906324923841],[-0.41095206141471863]
JYZ,[0.7655460513744845],[0.764743983745575]
JZX,[-0.852570647504473],[-0.8525943160057068]
JZY,[-0.9827666564589634],[-0.9814919829368591]
JZZ,[-0.152297208490475],[-0.15063615143299103]
JIX,[-0.5802975109269655],[-0.5807309150695801]
JIY,[-0.2292041774699194],[-0.22830206155776978]
JIZ,[-0.6098793712177752],[-0.6085814237594604]
JXI,[-0.208798665868833],[-0.2080760896205902]
JYI,[0.12536156185456337],[0.1253192275762558]
JZI,[0.29162154792135575],[0.29045647382736206]
