,treino,previsto
gamma1,[0.32815001334865257],[0.3344891667366028]
gamma2,[0.2737581923538134],[0.2851924002170563]
gamma3,[0.6737605112059536],[0.6673548221588135]
gamma4,[0.9727359863624989],[0.9235274791717529]
JIX,[-0.10972154968635439],[-0.08833180367946625]
JIY,[-0.4118230353222292],[-0.3943800926208496]
JIZ,[0.8188577481051011],[0.7549667954444885]
JXI,[-0.031387304368323043],[-0.007285628467798233]
JYI,[-0.8259080739809848],[-0.819704532623291]
JZI,[0.4999159288187607],[0.49113166332244873]
JXX,[-0.849123527714404],[-0.8241231441497803]
JXY,[-0.5949888037030053],[-0.5616240501403809]
JXZ,[-0.8521523054463589],[-0.8128543496131897]
JYX,[0.25641529719452016],[0.23144593834877014]
JYY,[0.6850666514970689],[0.7277451753616333]
JYZ,[0.2223887601504444],[0.234763965010643]
JZX,[-0.555055593525728],[-0.5357134342193604]
JZY,[0.6900198748973474],[0.6681126952171326]
JZZ,[0.7430289704795401],[0.7142120599746704]
