,treino,previsto
gamma1,[0.4000793027167511],[0.39175766706466675]
gamma2,[0.2487457597737761],[0.1928424835205078]
gamma3,[0.13798799437073161],[0.06784826517105103]
gamma4,[0.4232457334469961],[0.3325974643230438]
JIX,[-0.8662320473144967],[-1.1629756689071655]
JIY,[-0.17351436714348134],[-0.21328510344028473]
JIZ,[-0.7789905321077226],[-0.43114173412323]
JXI,[0.504222922837068],[0.517055332660675]
JYI,[0.0225702197513038],[0.1733737736940384]
JZI,[-0.9006520110389387],[-0.9243179559707642]
JXX,[-0.9103850311286859],[-0.6417367458343506]
JXY,[0.4718687724460289],[0.5015602707862854]
JXZ,[-0.6913005045828078],[-0.6096463799476624]
JYX,[0.4674897796719699],[0.48629230260849]
JYY,[0.26088743725565666],[0.061636265367269516]
JYZ,[0.008558276581305035],[0.20341217517852783]
JZX,[0.7115964277308915],[0.6177749633789062]
JZY,[0.20511445829206787],[0.10693754255771637]
JZZ,[0.14671333687288302],[0.40025296807289124]
