,treino,previsto
gamma1,[0.11290250837191795],[0.11299420893192291]
gamma2,[0.5283496285730391],[0.5285900235176086]
gamma3,[0.8586548576898659],[0.8578379154205322]
gamma4,[0.7976692295510386],[0.7959793210029602]
JXX,[-0.3221938636021444],[-0.3226882219314575]
JXY,[0.2789912288854657],[0.2785384953022003]
JXZ,[0.8000753853551041],[0.7985822558403015]
JYX,[-0.8560194986251837],[-0.8548632264137268]
JYY,[0.12183085780051806],[0.12009517848491669]
JYZ,[-0.4719160020823525],[-0.4723512828350067]
JZX,[0.31134434749686246],[0.30997395515441895]
JZY,[0.24676066182700374],[0.24671289324760437]
JZZ,[-0.9085213503711735],[-0.905894935131073]
JIX,[-0.170512001382642],[-0.1692947894334793]
JIY,[-0.424599654760373],[-0.4241040050983429]
JIZ,[0.6894246819607532],[0.6837180852890015]
JXI,[-0.11245795401256231],[-0.11376643925905228]
JYI,[0.05745311741676429],[0.056237976998090744]
JZI,[0.10251839349884273],[0.10458223521709442]
