,treino,previsto
gamma1,[0.9562050372570121],[1.0523875951766968]
gamma2,[0.25350600496212594],[0.24571560323238373]
gamma3,[0.8935407039073096],[0.8164123296737671]
gamma4,[0.8076368242952832],[0.6875990033149719]
JIX,[-0.2769544501718497],[-0.3202042281627655]
JIY,[-0.039038668797412024],[-0.04760579392313957]
JIZ,[-0.16609474678867042],[-0.14053383469581604]
JXI,[-0.10648149243215355],[-0.050734613090753555]
JYI,[-0.1809685401002077],[-0.1909199208021164]
JZI,[0.31541165278854155],[0.19844718277454376]
JXX,[-0.48228923621984343],[-0.4480324685573578]
JXY,[0.2699918482069683],[0.24244578182697296]
JXZ,[-0.97974325274531],[-0.8983157277107239]
JYX,[-0.39591259040070836],[-0.3569015562534332]
JYY,[-0.32987329860456205],[-0.267935186624527]
JYZ,[-0.7160989649343319],[-0.9329861402511597]
JZX,[0.4868285000638355],[0.38150376081466675]
JZY,[-0.3797834959301094],[-0.3233937621116638]
JZZ,[0.5784839871578018],[0.5771597027778625]
