,treino,previsto
gamma1,[0.23418295948970536],[0.23414863646030426]
gamma2,[0.01999130622418077],[0.02003418654203415]
gamma3,[0.2667674610031978],[0.26675137877464294]
gamma4,[0.40766386296095714],[0.40763211250305176]
JXX,[0.9982570783251581],[0.9982317686080933]
JXY,[-0.5812047362221744],[-0.5808472633361816]
JXZ,[0.283736870144214],[0.28433555364608765]
JYX,[-0.0817324744552066],[-0.08151920884847641]
JYY,[-0.09373513772371433],[-0.09384895116090775]
JYZ,[-0.01003461222164459],[-0.010078798979520798]
JZX,[-0.6155383155146357],[-0.6157265901565552]
JZY,[0.6610425472659434],[0.6604695320129395]
JZZ,[-0.8208687531188208],[-0.8207060694694519]
JIX,[-0.5465882812379024],[-0.5467807054519653]
JIY,[0.9245900716687656],[0.9241478443145752]
JIZ,[-0.7473382026982809],[-0.747491180896759]
JXI,[0.4096338457432158],[0.409895658493042]
JYI,[-0.8296294638984947],[-0.8296229839324951]
JZI,[-0.5051180301418299],[-0.5049459934234619]
