,treino,previsto
gamma1,[0.9440284133783025],[0.9431844353675842]
gamma2,[0.23455786830952863],[0.2346915751695633]
gamma3,[0.23739673346449208],[0.23680946230888367]
gamma4,[0.7348256957943416],[0.7329530715942383]
JXX,[-0.04045491970371362],[-0.040104448795318604]
JXY,[-0.08333777059837977],[-0.08331698924303055]
JXZ,[-0.47093939488950465],[-0.46972647309303284]
JYX,[-0.4923981294150117],[-0.491639107465744]
JYY,[0.3837602007091041],[0.38293156027793884]
JYZ,[-0.35112371262750175],[-0.3515596389770508]
JZX,[0.34964114073581687],[0.3490541875362396]
JZY,[0.5743484076012979],[0.5737244486808777]
JZZ,[0.7318910951487247],[0.7302703261375427]
JIX,[-0.6374702733335573],[-0.6355729103088379]
JIY,[0.3228610969904888],[0.32280227541923523]
JIZ,[-0.3308805936649999],[-0.32994720339775085]
JXI,[-0.6041207916749591],[-0.6029770970344543]
JYI,[-0.02096932190376899],[-0.021300844848155975]
JZI,[-0.01193064178564951],[-0.012920957058668137]
