,treino,previsto
gamma1,[0.22329304317795007],[0.22337029874324799]
gamma2,[0.6127976930466994],[0.6129673719406128]
gamma3,[0.5280491597094294],[0.5276910066604614]
gamma4,[0.14082943228357703],[0.1399899125099182]
JXX,[0.2160727927839059],[0.21639525890350342]
JXY,[-0.6598174185959966],[-0.6603565216064453]
JXZ,[-0.31086587417068134],[-0.3123495876789093]
JYX,[-0.4660733683391636],[-0.4643743932247162]
JYY,[-0.34104270306109696],[-0.34302839636802673]
JYZ,[0.4531936542370709],[0.45221832394599915]
JZX,[-0.05389867737286291],[-0.053450532257556915]
JZY,[0.9255837762933885],[0.925808846950531]
JZZ,[0.16568282843738324],[0.16503025591373444]
JIX,[0.2789473894406407],[0.2778862714767456]
JIY,[-0.14195803173618882],[-0.14068002998828888]
JIZ,[0.44859764131257807],[0.44938769936561584]
JXI,[-0.8675370608806985],[-0.8682353496551514]
JYI,[0.39572582339265283],[0.3934197425842285]
JZI,[-0.25013652378796336],[-0.25282523036003113]
