,treino,previsto
gamma1,[0.6356198271421528],[0.658214807510376]
gamma2,[0.3012944565249175],[0.29761803150177]
gamma3,[0.30925941853405303],[0.3068504333496094]
gamma4,[0.49610056652766343],[0.5191216468811035]
JIX,[0.1406568462737463],[0.1390422135591507]
JIY,[0.2644659911575571],[0.27927932143211365]
JIZ,[0.634007719766547],[0.6403170824050903]
JXI,[-0.44541829110731035],[-0.4699814021587372]
JYI,[0.30371993601715563],[0.31047478318214417]
JZI,[0.7816219111185623],[0.8070151209831238]
JXX,[0.8176570464277362],[0.8421095609664917]
JXY,[-0.626974881004831],[-0.6396539211273193]
JXZ,[0.30345421888232527],[0.30695709586143494]
JYX,[0.23423455571393448],[0.23450465500354767]
JYY,[0.00678767742209474],[0.01278730109333992]
JYZ,[0.9323959303949194],[0.9368597269058228]
JZX,[0.05653244973667082],[0.04559754952788353]
JZY,[-0.10949180599742303],[-0.09313123673200607]
JZZ,[0.8871223132747139],[0.8874333500862122]
