,treino,previsto
gamma1,[0.30821956876132295],[0.30842462182044983]
gamma2,[0.4007024373711281],[0.39988985657691956]
gamma3,[0.8816498189519364],[0.8814525604248047]
gamma4,[0.012715156358592217],[0.013149897567927837]
JXX,[0.24322790321746246],[0.24360699951648712]
JXY,[0.8389083130549975],[0.8370621800422668]
JXZ,[-0.5924918257624066],[-0.5914060473442078]
JYX,[-0.920518135049899],[-0.9184226989746094]
JYY,[-0.6464582042697216],[-0.6462299227714539]
JYZ,[-0.9300242489872956],[-0.9300768375396729]
JZX,[-0.12107743052932629],[-0.12075911462306976]
JZY,[-0.7539648609946157],[-0.7526348233222961]
JZZ,[-0.8089635298967284],[-0.8073430061340332]
JIX,[-0.8504124862537785],[-0.8510942459106445]
JIY,[0.5320014716444283],[0.5312619209289551]
JIZ,[0.944187335187751],[0.9436458945274353]
JXI,[-0.16941362221762857],[-0.16997157037258148]
JYI,[0.889752232974109],[0.889592707157135]
JZI,[-0.1410672442944536],[-0.14120282232761383]
