,treino,previsto
gamma1,[0.4196168693608048],[0.4123641848564148]
gamma2,[0.7304536193560192],[0.7180802822113037]
gamma3,[0.4472075177512177],[0.44256460666656494]
gamma4,[0.17043578788226488],[0.16881296038627625]
JXX,[-0.16901214393001562],[-0.16498655080795288]
JXY,[0.9477175926021346],[0.9295709729194641]
JXZ,[-0.7925346218433929],[-0.7769815921783447]
JYX,[-0.11059342843000564],[-0.10419149696826935]
JYY,[-0.5503848671455052],[-0.5452084541320801]
JYZ,[-0.3008668707978617],[-0.29616057872772217]
JZX,[0.9974802210612592],[0.9798207879066467]
JZY,[-0.3414020699641964],[-0.34695714712142944]
JZZ,[0.21555557164949524],[0.20498335361480713]
JIX,[0.09623810762339824],[0.0860058143734932]
JIY,[-0.3083363533238903],[-0.31002190709114075]
JIZ,[0.6897021771332552],[0.6857067346572876]
JXI,[-0.42280512918931357],[-0.41509413719177246]
JYI,[0.02069005261749912],[0.022997388616204262]
JZI,[-0.31237144182748366],[-0.30055758357048035]
